"id"	"ProteinCount"	"SpeciesCount"	"FunctionalCategory"	"ConsensusFunctionalDescription"
"VOG23624"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23625"	5	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23626"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23627"	4	4	"Xu"	"REFSEQ VHS1027 protein"
"VOG23628"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23629"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23630"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23631"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23632"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23633"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23634"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23635"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23636"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23637"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23638"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23639"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23640"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23641"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23642"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23643"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23644"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23645"	3	3	"Xu"	"REFSEQ tail fiber protein"
"VOG23646"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23647"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23648"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23649"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23650"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23651"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23652"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23653"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23654"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23655"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23656"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23657"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23658"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23659"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23660"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23661"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23662"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23663"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23664"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23665"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23666"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23667"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23668"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23669"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23670"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23671"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23672"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23673"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23674"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23675"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23676"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23677"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23678"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23679"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23680"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23681"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23682"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23683"	3	3	"Xu"	"REFSEQ sulfotransferase"
"VOG23684"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23685"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23686"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23687"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23688"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23689"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23690"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23691"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23692"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23693"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23694"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23695"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23696"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23697"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23698"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23699"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23700"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23701"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23702"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23703"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23704"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23705"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23706"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23707"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23708"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23709"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23710"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23711"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23712"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23713"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23714"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23715"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23716"	4	4	"Xu"	"REFSEQ putative coil containing protein"
"VOG23717"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23718"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23719"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23720"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23721"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23722"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23723"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23724"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23725"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23726"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23727"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23728"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23729"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23730"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23731"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23732"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23733"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23734"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23735"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23736"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23737"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23738"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23739"	4	4	"Xu"	"REFSEQ minor tail protein"
"VOG23740"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23741"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23742"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23743"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23744"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23745"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23746"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23747"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23748"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23749"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23750"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23751"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG23752"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23753"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23754"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23755"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23756"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23757"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23758"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23759"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23760"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23761"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23762"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23763"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23764"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23765"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23766"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23767"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23768"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23769"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23770"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23771"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23772"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23773"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23774"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23775"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23776"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23777"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23778"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23779"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23780"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23781"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23782"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23783"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23784"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23785"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23786"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23787"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23788"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23789"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23790"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23791"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23792"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23793"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23794"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23795"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23796"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23797"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23798"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23799"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23800"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23801"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23802"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23803"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23804"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23805"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23806"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23807"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23808"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23809"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23810"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23811"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23812"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23813"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23814"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23815"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23816"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23817"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23818"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23819"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23820"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23821"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23822"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23823"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23824"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23825"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23826"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23827"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23828"	3	3	"Xu"	"REFSEQ RES domain-containing protein"
"VOG23829"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23830"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23831"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23832"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23833"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23834"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23835"	3	3	"Xu"	"REFSEQ putative 3'-5' exoribonuclease"
"VOG23836"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23837"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23838"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23839"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23840"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23841"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23842"	4	4	"Xu"	"REFSEQ tail fiber protein"
"VOG23843"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23844"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23845"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23846"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23847"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23848"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23849"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23850"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23851"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23852"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23853"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23854"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23855"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23856"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23857"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23858"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23859"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23860"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23861"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23862"	3	3	"Xu"	"REFSEQ tail protein"
"VOG23863"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23864"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23865"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23866"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23867"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23868"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23869"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23870"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23871"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23872"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23873"	3	3	"Xu"	"REFSEQ tail protein"
"VOG23874"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23875"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23876"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23877"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23878"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23879"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23880"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23881"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23882"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23883"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23884"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23885"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23886"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23887"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23888"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23889"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23890"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23891"	5	5	"Xu"	"REFSEQ membrane protein"
"VOG23892"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23893"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23894"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23895"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23896"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23897"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23898"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23899"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23900"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23901"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23902"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23903"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23904"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23905"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23906"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23907"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23908"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23909"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23910"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23911"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23912"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23913"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23914"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23915"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23916"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23917"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23918"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23919"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23920"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23921"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23922"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23923"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23924"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23925"	3	3	"Xu"	"REFSEQ head morphogenesis"
"VOG23926"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23927"	3	3	"Xu"	"REFSEQ tail terminator"
"VOG23928"	6	3	"Xu"	"REFSEQ tail assembly chaperone"
"VOG23929"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23930"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23931"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23932"	14	14	"Xu"	"REFSEQ hypothetical protein"
"VOG23933"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23934"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23935"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23936"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23937"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23938"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23939"	6	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23940"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23941"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23942"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23943"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23944"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23945"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23946"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23947"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG23948"	8	8	"Xu"	"REFSEQ membrane protein"
"VOG23949"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23950"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23951"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23952"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23953"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23954"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23955"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23956"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23957"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23958"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23959"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23960"	3	3	"Xu"	"REFSEQ TMhelix containing protein"
"VOG23961"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23962"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG23963"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23964"	6	6	"Xu"	"REFSEQ tail fiber protein"
"VOG23965"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG23966"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23967"	3	3	"Xu"	"REFSEQ gp38, hypothetical protein"
"VOG23968"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23969"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG23970"	6	6	"Xu"	"REFSEQ excisionase"
"VOG23971"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23972"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23973"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23974"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23975"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23976"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23977"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23978"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG23979"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23980"	3	3	"Xu"	"REFSEQ DNA primase"
"VOG23981"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23982"	3	3	"Xu"	"REFSEQ tail sheath"
"VOG23983"	3	3	"Xu"	"REFSEQ structural protein"
"VOG23984"	3	3	"Xu"	"REFSEQ baseplate hub"
"VOG23985"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23986"	3	3	"Xu"	"REFSEQ nucleotidyltransferase"
"VOG23987"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23988"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23989"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG23990"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23991"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23992"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23993"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23994"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG23995"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23996"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG23997"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23998"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG23999"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG24000"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24001"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24002"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG24003"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG24004"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24005"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG24006"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG24007"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG24008"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24009"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG24010"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24011"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG24012"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24013"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24014"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG24015"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG24016"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24017"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG24018"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG24019"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG24020"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG24021"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG24022"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG24023"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG24024"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG24025"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG24026"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG24027"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG24028"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG24029"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG24030"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG24031"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG24032"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG24033"	3	3	"Xu"	"REFSEQ hypothetical protein"
